timestamp,open,high,low,close,volume,datetime
1709254320000,61534.14,61580.0,61534.14,61580.0,16.54783,2024-03-01 00:52:00
1709254380000,61580.0,61640.0,61579.99,61635.4,23.85779,2024-03-01 00:53:00
1709254440000,61635.39,61649.99,61580.02,61580.03,16.76552,2024-03-01 00:54:00
1709254500000,61580.03,61581.1,61544.01,61553.18,15.36558,2024-03-01 00:55:00
1709254560000,61553.19,61575.99,61526.7,61528.4,21.68583,2024-03-01 00:56:00
1709254620000,61528.41,61528.41,61482.96,61521.1,20.01979,2024-03-01 00:57:00
1709254680000,61521.09,61521.1,61484.83,61484.83,13.34471,2024-03-01 00:58:00
1709254740000,61484.84,61520.96,61484.83,61501.11,12.07301,2024-03-01 00:59:00
1709254800000,61501.1,61501.11,61420.14,61438.0,23.83001,2024-03-01 01:00:00
1709254860000,61438.0,61455.78,61376.79,61385.31,29.2685,2024-03-01 01:01:00
1709254920000,61385.31,61427.32,61382.83,61391.49,21.47794,2024-03-01 01:02:00
1709254980000,61391.49,61394.43,61336.07,61386.94,26.17506,2024-03-01 01:03:00
1709255040000,61386.94,61413.02,61373.99,61391.1,14.62799,2024-03-01 01:04:00
1709255100000,61391.1,61399.98,61376.87,61399.65,23.38865,2024-03-01 01:05:00
1709255160000,61399.65,61399.66,61331.42,61331.42,18.1097,2024-03-01 01:06:00
1709255220000,61331.42,61355.63,61313.63,61355.62,32.69203,2024-03-01 01:07:00
1709255280000,61355.63,61367.72,61288.0,61291.24,20.80158,2024-03-01 01:08:00
1709255340000,61291.24,61325.18,61283.6,61311.09,21.46286,2024-03-01 01:09:00
1709255400000,61311.09,61363.72,61302.82,61363.71,12.42627,2024-03-01 01:10:00
1709255460000,61363.72,61460.0,61363.71,61434.02,26.01526,2024-03-01 01:11:00
1709255520000,61434.02,61475.78,61426.0,61448.3,23.25188,2024-03-01 01:12:00
1709255580000,61448.31,61448.31,61380.0,61380.0,18.09522,2024-03-01 01:13:00
1709255640000,61380.0,61380.0,61330.0,61340.71,35.24754,2024-03-01 01:14:00
1709255700000,61340.7,61340.71,61292.04,61331.09,20.87665,2024-03-01 01:15:00
1709255760000,61331.1,61371.1,61311.1,61371.09,24.30595,2024-03-01 01:16:00
1709255820000,61371.1,61402.0,61358.0,61361.93,23.90816,2024-03-01 01:17:00
1709255880000,61361.92,61384.0,61341.1,61354.0,16.62486,2024-03-01 01:18:00
1709255940000,61354.0,61381.1,61340.0,61381.1,12.39155,2024-03-01 01:19:00
1709256000000,61381.1,61488.88,61381.09,61482.51,20.12027,2024-03-01 01:20:00
1709256060000,61482.51,61516.9,61471.11,61516.89,30.56248,2024-03-01 01:21:00
1709256120000,61516.9,61516.9,61484.4,61509.98,20.5303,2024-03-01 01:22:00
1709256180000,61509.98,61519.01,61490.0,61501.09,22.87468,2024-03-01 01:23:00
1709256240000,61501.09,61526.21,61501.09,61526.21,12.53131,2024-03-01 01:24:00
1709256300000,61526.2,61550.58,61511.1,61521.09,27.11035,2024-03-01 01:25:00
1709256360000,61521.1,61560.98,61521.09,61559.26,16.83634,2024-03-01 01:26:00
1709256420000,61559.26,61560.99,61521.09,61531.1,46.8331,2024-03-01 01:27:00
1709256480000,61531.1,61551.1,61531.09,61541.1,10.04222,2024-03-01 01:28:00
1709256540000,61541.11,61566.95,61503.18,61503.18,30.95961,2024-03-01 01:29:00
1709256600000,61503.18,61503.19,61307.91,61331.16,45.4855,2024-03-01 01:30:00
1709256660000,61331.16,61345.08,61262.59,61271.1,37.83929,2024-03-01 01:31:00
1709256720000,61271.11,61297.98,61259.25,61263.09,28.47195,2024-03-01 01:32:00
1709256780000,61263.1,61278.0,61244.53,61263.03,22.67572,2024-03-01 01:33:00
1709256840000,61263.04,61263.15,61250.0,61252.19,20.22284,2024-03-01 01:34:00
1709256900000,61252.19,61329.45,61252.18,61329.44,28.56532,2024-03-01 01:35:00
1709256960000,61329.44,61367.35,61306.35,61328.02,23.04714,2024-03-01 01:36:00
1709257020000,61328.02,61355.48,61328.01,61330.0,21.06694,2024-03-01 01:37:00
1709257080000,61330.0,61330.01,61298.84,61298.85,12.45981,2024-03-01 01:38:00
1709257140000,61298.85,61378.97,61298.84,61378.96,19.51363,2024-03-01 01:39:00
1709257200000,61378.97,61479.98,61378.96,61474.12,21.39247,2024-03-01 01:40:00
1709257260000,61474.11,61485.35,61403.61,61424.72,38.60768,2024-03-01 01:41:00
1709257320000,61424.71,61467.42,61421.11,61456.52,27.29624,2024-03-01 01:42:00
1709257380000,61456.52,61471.1,61429.55,61429.56,35.22179,2024-03-01 01:43:00
1709257440000,61429.55,61429.56,61395.67,61408.93,37.6305,2024-03-01 01:44:00
1709257500000,61408.93,61408.94,61365.31,61384.01,23.74783,2024-03-01 01:45:00
1709257560000,61384.0,61431.1,61362.88,61423.79,25.50304,2024-03-01 01:46:00
1709257620000,61423.78,61431.09,61368.9,61378.01,38.30131,2024-03-01 01:47:00
1709257680000,61378.01,61378.01,61271.76,61271.76,25.20476,2024-03-01 01:48:00
1709257740000,61271.77,61279.34,61221.1,61233.99,75.95436,2024-03-01 01:49:00
1709257800000,61234.0,61247.79,61182.55,61184.17,68.75145,2024-03-01 01:50:00
1709257860000,61184.18,61220.0,61172.43,61200.05,29.71816,2024-03-01 01:51:00
1709257920000,61200.05,61217.4,61184.99,61199.99,15.18343,2024-03-01 01:52:00
1709257980000,61199.99,61216.0,61147.0,61161.64,35.85844,2024-03-01 01:53:00
1709258040000,61161.63,61178.87,61125.4,61155.1,29.89835,2024-03-01 01:54:00
1709258100000,61155.1,61155.1,61126.92,61155.09,20.82194,2024-03-01 01:55:00
1709258160000,61155.1,61201.1,61155.09,61201.09,22.61535,2024-03-01 01:56:00
1709258220000,61201.1,61201.1,61161.1,61181.08,16.76672,2024-03-01 01:57:00
1709258280000,61181.07,61207.96,61166.8,61206.02,11.57489,2024-03-01 01:58:00
1709258340000,61206.02,61214.36,61190.0,61214.35,9.47969,2024-03-01 01:59:00
1709258400000,61214.35,61214.36,61168.4,61203.6,22.4596,2024-03-01 02:00:00
1709258460000,61203.59,61203.6,61148.11,61148.12,17.78642,2024-03-01 02:01:00
1709258520000,61148.11,61180.51,61128.65,61149.99,31.36502,2024-03-01 02:02:00
1709258580000,61150.0,61151.75,61128.27,61128.27,16.89722,2024-03-01 02:03:00
1709258640000,61128.27,61196.56,61128.27,61185.99,30.54734,2024-03-01 02:04:00
1709258700000,61186.0,61191.36,61181.47,61188.65,20.03989,2024-03-01 02:05:00
1709258760000,61188.65,61188.65,61149.9,61155.59,19.58647,2024-03-01 02:06:00
1709258820000,61155.6,61155.6,61131.83,61131.84,13.29604,2024-03-01 02:07:00
1709258880000,61131.83,61131.84,61021.8,61046.01,52.16439,2024-03-01 02:08:00
1709258940000,61046.0,61059.6,60968.65,61059.59,89.68166,2024-03-01 02:09:00
1709259000000,61059.59,61098.13,61057.78,61095.83,16.11789,2024-03-01 02:10:00
1709259060000,61095.84,61114.47,61068.21,61068.22,25.33655,2024-03-01 02:11:00
1709259120000,61068.22,61068.22,61018.7,61018.7,28.85009,2024-03-01 02:12:00
1709259180000,61018.71,61032.29,60993.99,61032.28,32.98808,2024-03-01 02:13:00
1709259240000,61032.28,61032.29,60968.3,60968.31,17.47055,2024-03-01 02:14:00
1709259300000,60968.31,60972.6,60922.59,60972.6,37.4667,2024-03-01 02:15:00
1709259360000,60972.6,60991.1,60912.79,60912.79,22.22853,2024-03-01 02:16:00
1709259420000,60912.8,60935.04,60836.82,60860.0,39.34349,2024-03-01 02:17:00
1709259480000,60860.0,60881.09,60818.0,60823.8,27.75021,2024-03-01 02:18:00
1709259540000,60823.8,60841.1,60791.1,60791.11,49.19685,2024-03-01 02:19:00
1709259600000,60791.11,60959.79,60791.1,60959.51,56.10209,2024-03-01 02:20:00
1709259660000,60959.52,61021.05,60959.51,60981.1,35.09175,2024-03-01 02:21:00
1709259720000,60981.11,61030.0,60969.07,61026.0,17.68275,2024-03-01 02:22:00
1709259780000,61025.99,61030.0,60996.78,61030.0,24.11925,2024-03-01 02:23:00
1709259840000,61030.0,61030.0,60961.58,60961.58,18.22234,2024-03-01 02:24:00
1709259900000,60961.59,60961.59,60840.01,60885.66,41.84396,2024-03-01 02:25:00
1709259960000,60885.65,60910.0,60862.21,60897.47,16.24045,2024-03-01 02:26:00
1709260020000,60897.47,60958.22,60897.46,60958.21,12.35053,2024-03-01 02:27:00
1709260080000,60958.22,60958.22,60921.11,60955.01,15.49661,2024-03-01 02:28:00
1709260140000,60955.01,60955.02,60930.25,60931.1,10.85799,2024-03-01 02:29:00
1709260200000,60931.1,60971.1,60914.61,60956.1,27.37921,2024-03-01 02:30:00
1709260260000,60956.1,60990.64,60946.6,60946.61,36.11048,2024-03-01 02:31:00
1709260320000,60946.61,60965.7,60888.88,60888.88,26.77296,2024-03-01 02:32:00
1709260380000,60888.88,60893.43,60821.07,60821.08,28.39629,2024-03-01 02:33:00
1709260440000,60821.08,60849.91,60783.18,60846.56,69.53628,2024-03-01 02:34:00
1709260500000,60846.56,60880.0,60842.06,60873.41,17.82533,2024-03-01 02:35:00
1709260560000,60873.4,60873.41,60822.2,60868.0,17.23164,2024-03-01 02:36:00
1709260620000,60867.99,60868.0,60800.0,60800.01,29.32363,2024-03-01 02:37:00
1709260680000,60800.0,60855.28,60781.25,60855.27,13.44601,2024-03-01 02:38:00
1709260740000,60855.27,60879.62,60841.08,60841.21,23.10419,2024-03-01 02:39:00
1709260800000,60841.22,60851.4,60831.1,60834.32,16.48957,2024-03-01 02:40:00
1709260860000,60834.31,60899.88,60806.0,60899.87,26.5216,2024-03-01 02:41:00
1709260920000,60899.87,60988.39,60899.87,60975.83,26.07085,2024-03-01 02:42:00
1709260980000,60975.82,61036.0,60975.82,61035.99,25.26625,2024-03-01 02:43:00
1709261040000,61035.99,61061.09,61022.21,61034.0,31.49804,2024-03-01 02:44:00
1709261100000,61034.0,61034.01,60973.04,60976.01,27.69619,2024-03-01 02:45:00
1709261160000,60972.98,61006.21,60910.01,60910.01,23.30465,2024-03-01 02:46:00
1709261220000,60910.01,60920.39,60852.96,60855.7,23.59364,2024-03-01 02:47:00
1709261280000,60855.7,60894.04,60852.96,60882.99,18.47983,2024-03-01 02:48:00
1709261340000,60882.99,60941.1,60864.83,60934.7,30.40076,2024-03-01 02:49:00
1709261400000,60934.69,60949.15,60910.32,60939.6,19.12878,2024-03-01 02:50:00
1709261460000,60939.61,60939.61,60846.72,60857.39,25.85496,2024-03-01 02:51:00
1709261520000,60857.39,60901.46,60850.0,60897.41,26.09493,2024-03-01 02:52:00
1709261580000,60897.41,60961.7,60897.41,60961.69,29.59932,2024-03-01 02:53:00
1709261640000,60961.69,60988.0,60953.09,60986.83,11.9107,2024-03-01 02:54:00
1709261700000,60986.83,61020.0,60986.83,60999.12,28.80458,2024-03-01 02:55:00
1709261760000,60999.13,61061.28,60999.12,61021.11,29.49732,2024-03-01 02:56:00
1709261820000,61021.1,61021.11,60951.97,60951.97,12.53788,2024-03-01 02:57:00
1709261880000,60953.41,60980.0,60950.0,60979.99,12.15998,2024-03-01 02:58:00
1709261940000,60979.99,60980.0,60979.99,60980.0,8.29437,2024-03-01 02:59:00
1709262000000,60980.0,60980.0,60946.0,60975.99,27.69439,2024-03-01 03:00:00
1709262060000,60975.99,60985.99,60946.87,60981.1,13.73311,2024-03-01 03:01:00
1709262120000,60981.1,60991.1,60954.38,60979.99,32.58571,2024-03-01 03:02:00
1709262180000,60979.99,61002.0,60979.99,61002.0,16.89581,2024-03-01 03:03:00
1709262240000,61002.0,61030.8,60994.01,61030.19,21.13036,2024-03-01 03:04:00
1709262300000,61030.19,61069.19,61030.19,61069.19,12.66938,2024-03-01 03:05:00
1709262360000,61069.19,61069.2,61045.99,61067.99,24.88685,2024-03-01 03:06:00
1709262420000,61067.98,61067.99,61036.87,61066.0,24.51938,2024-03-01 03:07:00
1709262480000,61065.99,61079.86,61065.99,61074.02,14.05974,2024-03-01 03:08:00
1709262540000,61074.02,61074.02,61022.53,61026.01,30.08259,2024-03-01 03:09:00
1709262600000,61026.0,61026.01,61000.0,61003.35,22.2621,2024-03-01 03:10:00
1709262660000,61003.35,61012.21,60907.31,60916.55,22.74196,2024-03-01 03:11:00
1709262720000,60916.55,60936.0,60900.62,60900.63,14.33208,2024-03-01 03:12:00
1709262780000,60900.62,60953.61,60900.62,60953.6,14.19146,2024-03-01 03:13:00
1709262840000,60953.61,60954.61,60929.29,60954.61,16.80369,2024-03-01 03:14:00
1709262900000,60954.6,60966.35,60934.0,60952.01,15.11762,2024-03-01 03:15:00
1709262960000,60952.0,60952.01,60900.0,60911.1,18.57675,2024-03-01 03:16:00
1709263020000,60911.09,60946.02,60909.5,60946.02,15.40239,2024-03-01 03:17:00
1709263080000,60946.02,60946.02,60935.16,60941.55,11.77842,2024-03-01 03:18:00
1709263140000,60941.55,60971.1,60936.0,60971.1,16.1196,2024-03-01 03:19:00
1709263200000,60971.09,60990.0,60951.1,60959.29,20.80625,2024-03-01 03:20:00
1709263260000,60959.28,60972.01,60919.21,60919.21,16.07301,2024-03-01 03:21:00
1709263320000,60919.21,60919.22,60898.0,60898.01,11.03633,2024-03-01 03:22:00
1709263380000,60898.01,60898.01,60888.0,60892.52,11.49523,2024-03-01 03:23:00
1709263440000,60892.51,60892.52,60862.63,60862.64,17.78396,2024-03-01 03:24:00
1709263500000,60862.63,60862.64,60800.06,60800.06,36.08998,2024-03-01 03:25:00
1709263560000,60800.06,60831.1,60783.0,60785.22,41.93727,2024-03-01 03:26:00
1709263620000,60785.21,60830.0,60777.0,60830.0,41.59168,2024-03-01 03:27:00
1709263680000,60830.0,60830.0,60787.6,60794.87,21.51926,2024-03-01 03:28:00
1709263740000,60794.87,60794.88,60784.0,60791.76,11.56499,2024-03-01 03:29:00
1709263800000,60791.75,60873.02,60791.75,60866.4,24.59221,2024-03-01 03:30:00
1709263860000,60866.39,60880.0,60831.1,60851.77,26.52156,2024-03-01 03:31:00
1709263920000,60851.76,60860.6,60837.14,60837.15,20.09981,2024-03-01 03:32:00
1709263980000,60837.14,60837.15,60819.5,60821.1,10.40774,2024-03-01 03:33:00
1709264040000,60821.1,60823.41,60792.91,60810.93,19.99589,2024-03-01 03:34:00
1709264100000,60810.94,60837.15,60792.97,60837.14,18.46913,2024-03-01 03:35:00
1709264160000,60837.15,60878.0,60837.14,60878.0,16.49969,2024-03-01 03:36:00
1709264220000,60877.99,60910.79,60877.99,60910.78,12.81236,2024-03-01 03:37:00
1709264280000,60910.79,60910.79,60884.03,60901.99,13.55737,2024-03-01 03:38:00
1709264340000,60902.0,60916.0,60888.0,60888.0,20.71283,2024-03-01 03:39:00
1709264400000,60888.01,60912.81,60883.06,60912.81,10.73379,2024-03-01 03:40:00
1709264460000,60912.8,60979.79,60904.0,60979.78,16.78404,2024-03-01 03:41:00
1709264520000,60979.78,60980.0,60935.87,60980.0,30.76801,2024-03-01 03:42:00
1709264580000,60980.0,60980.0,60961.1,60976.38,26.21882,2024-03-01 03:43:00
1709264640000,60976.38,61012.57,60976.37,61003.64,45.50215,2024-03-01 03:44:00
1709264700000,61003.64,61021.05,60989.62,61021.05,34.81126,2024-03-01 03:45:00
1709264760000,61021.05,61043.57,61006.97,61043.56,32.90796,2024-03-01 03:46:00
1709264820000,61043.56,61099.13,61043.56,61099.13,34.36687,2024-03-01 03:47:00
1709264880000,61099.13,61106.85,61094.0,61099.06,15.12077,2024-03-01 03:48:00
1709264940000,61099.06,61145.38,61094.0,61124.33,31.71413,2024-03-01 03:49:00
1709265000000,61124.33,61200.0,61124.32,61177.42,40.77012,2024-03-01 03:50:00
1709265060000,61177.41,61200.0,61150.0,61150.0,27.94025,2024-03-01 03:51:00
1709265120000,61150.0,61201.09,61150.0,61201.08,28.75212,2024-03-01 03:52:00
1709265180000,61201.08,61222.22,61150.0,61150.0,33.85213,2024-03-01 03:53:00
1709265240000,61150.01,61178.0,61146.42,61177.99,22.53655,2024-03-01 03:54:00
1709265300000,61177.99,61178.0,61157.39,61162.74,24.66992,2024-03-01 03:55:00
1709265360000,61162.75,61162.75,61150.0,61159.17,12.40518,2024-03-01 03:56:00
1709265420000,61159.17,61181.1,61121.6,61130.0,19.71283,2024-03-01 03:57:00
1709265480000,61130.0,61158.33,61117.42,61117.43,25.08807,2024-03-01 03:58:00
1709265540000,61117.42,61122.0,61105.91,61105.91,10.80669,2024-03-01 03:59:00
1709265600000,61105.92,61105.92,61079.75,61086.75,34.58184,2024-03-01 04:00:00
1709265660000,61086.75,61086.75,61063.68,61063.7,17.11973,2024-03-01 04:01:00
1709265720000,61063.69,61079.98,61061.11,61079.97,25.4186,2024-03-01 04:02:00
1709265780000,61079.97,61130.0,61071.95,61121.29,21.43469,2024-03-01 04:03:00
1709265840000,61121.28,61121.29,61081.1,61081.1,11.9192,2024-03-01 04:04:00
1709265900000,61081.1,61084.8,61071.1,61071.11,10.94996,2024-03-01 04:05:00
1709265960000,61071.11,61126.0,61071.1,61126.0,13.8529,2024-03-01 04:06:00
1709266020000,61125.99,61146.41,61123.76,61146.41,19.05591,2024-03-01 04:07:00
1709266080000,61146.4,61163.3,61146.4,61158.51,17.95399,2024-03-01 04:08:00
1709266140000,61158.51,61163.31,61158.51,61160.02,10.32484,2024-03-01 04:09:00
1709266200000,61160.01,61183.73,61160.01,61183.72,18.44223,2024-03-01 04:10:00
1709266260000,61183.72,61198.37,61140.0,61143.05,22.14669,2024-03-01 04:11:00
1709266320000,61143.05,61173.64,61143.05,61161.1,10.60993,2024-03-01 04:12:00
1709266380000,61161.11,61177.68,61161.1,61177.67,11.84666,2024-03-01 04:13:00
1709266440000,61177.68,61177.68,61177.55,61177.55,7.57965,2024-03-01 04:14:00
1709266500000,61177.56,61177.56,61176.92,61176.93,5.00641,2024-03-01 04:15:00
1709266560000,61176.92,61219.2,61176.92,61218.15,23.05397,2024-03-01 04:16:00
1709266620000,61218.15,61233.43,61201.1,61231.1,19.92679,2024-03-01 04:17:00
1709266680000,61231.09,61314.86,61231.09,61296.01,32.56492,2024-03-01 04:18:00
1709266740000,61296.02,61296.02,61264.45,61291.1,19.27832,2024-03-01 04:19:00
1709266800000,61291.09,61291.1,61265.65,61289.78,13.1085,2024-03-01 04:20:00
1709266860000,61289.78,61318.0,61288.02,61304.03,21.24114,2024-03-01 04:21:00
1709266920000,61304.02,61336.92,61289.77,61332.27,19.40947,2024-03-01 04:22:00
1709266980000,61332.26,61350.0,61332.26,61350.0,15.33723,2024-03-01 04:23:00
1709267040000,61349.99,61350.0,61323.76,61326.16,12.7361,2024-03-01 04:24:00
1709267100000,61326.15,61350.0,61326.15,61349.99,10.04137,2024-03-01 04:25:00
1709267160000,61349.99,61417.06,61349.99,61417.04,38.28205,2024-03-01 04:26:00
1709267220000,61417.04,61417.04,61356.0,61387.06,22.27442,2024-03-01 04:27:00
1709267280000,61387.07,61387.07,61340.0,61343.07,22.25275,2024-03-01 04:28:00
1709267340000,61343.07,61373.99,61343.06,61354.29,12.27588,2024-03-01 04:29:00
1709267400000,61354.3,61361.09,61344.94,61348.46,13.46957,2024-03-01 04:30:00
1709267460000,61348.46,61348.46,61324.2,61337.43,13.08567,2024-03-01 04:31:00
1709267520000,61337.44,61379.29,61337.44,61369.39,11.23839,2024-03-01 04:32:00
1709267580000,61369.39,61396.92,61364.88,61381.11,24.1297,2024-03-01 04:33:00
1709267640000,61381.11,61391.1,61366.59,61366.61,12.01124,2024-03-01 04:34:00
1709267700000,61366.6,61366.61,61354.09,61354.09,14.6552,2024-03-01 04:35:00
1709267760000,61354.1,61354.1,61344.02,61347.21,9.82962,2024-03-01 04:36:00
1709267820000,61347.21,61377.08,61345.98,61366.01,19.27512,2024-03-01 04:37:00
1709267880000,61366.01,61388.55,61366.0,61374.02,20.13849,2024-03-01 04:38:00
1709267940000,61374.02,61395.99,61374.01,61390.09,8.19973,2024-03-01 04:39:00
1709268000000,61390.09,61390.11,61293.0,61317.22,22.08502,2024-03-01 04:40:00
1709268060000,61317.21,61321.09,61285.0,61285.01,9.78138,2024-03-01 04:41:00
1709268120000,61285.0,61298.0,61280.75,61281.78,14.21011,2024-03-01 04:42:00
1709268180000,61281.78,61312.25,61268.0,61312.24,17.90621,2024-03-01 04:43:00
1709268240000,61312.25,61330.29,61301.1,61301.11,12.74639,2024-03-01 04:44:00
1709268300000,61301.1,61301.11,61242.68,61259.07,22.37705,2024-03-01 04:45:00
1709268360000,61259.08,61289.98,61259.07,61274.41,9.43739,2024-03-01 04:46:00
1709268420000,61274.42,61306.71,61274.41,61276.04,13.14227,2024-03-01 04:47:00
1709268480000,61276.05,61332.64,61276.04,61313.41,27.79188,2024-03-01 04:48:00
1709268540000,61313.42,61327.08,61313.41,61315.6,16.87401,2024-03-01 04:49:00
1709268600000,61315.61,61378.0,61315.6,61378.0,21.89171,2024-03-01 04:50:00
1709268660000,61378.0,61419.0,61377.99,61418.99,18.65521,2024-03-01 04:51:00
1709268720000,61418.99,61436.0,61410.28,61431.1,21.4486,2024-03-01 04:52:00
1709268780000,61431.09,61431.1,61402.91,61402.91,10.61486,2024-03-01 04:53:00
1709268840000,61402.91,61435.99,61402.91,61435.99,17.13281,2024-03-01 04:54:00
1709268900000,61435.98,61481.48,61426.01,61481.48,36.74662,2024-03-01 04:55:00
1709268960000,61481.48,61500.0,61472.22,61486.07,19.92985,2024-03-01 04:56:00
1709269020000,61486.07,61486.08,61458.0,61470.67,19.75158,2024-03-01 04:57:00
1709269080000,61470.68,61481.03,61470.67,61481.03,22.33569,2024-03-01 04:58:00
1709269140000,61481.03,61524.09,61481.02,61524.09,26.70818,2024-03-01 04:59:00
1709269200000,61524.08,61546.35,61514.34,61538.89,36.26724,2024-03-01 05:00:00
1709269260000,61538.9,61538.9,61514.34,61514.36,15.52897,2024-03-01 05:01:00
1709269320000,61514.35,61514.36,61482.99,61483.12,24.84175,2024-03-01 05:02:00
1709269380000,61483.12,61511.1,61483.12,61487.85,10.96345,2024-03-01 05:03:00
1709269440000,61487.84,61518.31,61458.0,61518.31,21.32194,2024-03-01 05:04:00
1709269500000,61518.3,61538.9,61518.3,61536.11,25.59476,2024-03-01 05:05:00
1709269560000,61536.11,61545.0,61530.12,61537.93,12.12903,2024-03-01 05:06:00
1709269620000,61537.92,61537.93,61506.37,61506.38,8.39279,2024-03-01 05:07:00
1709269680000,61506.37,61506.38,61446.59,61446.59,11.72056,2024-03-01 05:08:00
1709269740000,61446.59,61477.99,61424.73,61477.98,17.13176,2024-03-01 05:09:00
1709269800000,61477.99,61511.1,61477.98,61511.1,14.48866,2024-03-01 05:10:00
1709269860000,61511.1,61518.86,61481.1,61482.01,14.26401,2024-03-01 05:11:00
1709269920000,61482.02,61482.02,61448.18,61448.18,9.80805,2024-03-01 05:12:00
1709269980000,61448.18,61489.43,61443.11,61489.43,18.32931,2024-03-01 05:13:00
1709270040000,61489.43,61520.0,61489.42,61500.0,17.12784,2024-03-01 05:14:00
1709270100000,61500.0,61500.01,61455.99,61456.0,11.03474,2024-03-01 05:15:00
1709270160000,61455.99,61471.1,61440.47,61465.04,10.43174,2024-03-01 05:16:00
